cpu_usage,used_memory
0.016373,285941760
0.016381,284835840
0.020476,284073984
0.016406,284028928
0.012304,283578368
0.012281,283705344
0.008168,283705344
0.008165,283832320
0.008139,283959296
0.012208,283312128
0.012199,283439104
0.008129,283439104
0.008142,283439104
0.012207,283566080
0.008159,283693056
0.008151,283820032
0.008154,283123712
0.008158,283504640
0.008162,283504640
0.008192,283631616
0.008166,283631616
0.008172,283631616
0.008157,283631616
0.012251,283758592
0.012241,283885568
0.008169,284135424
0.012314,284135424
0.008213,283418624
0.008229,283418624
0.004106,283545600
0.008208,283672576
0.012312,283054080
0.008204,282222592
0.008186,282349568
0.008171,282349568
0.008178,282349568
0.008188,282349568
0.004085,282349568
0.004095,282349568
0.008177,282603520
0.008201,282603520
0.012279,282603520
0.008176,282730496
0.012288,282599424
0.016384,283799552
0.012264,283246592
0.012242,283246592
0.012276,283246592
0.012273,282525696
0.008164,282906624
0.008154,283287552
0.008168,283287552
0.012259,283287552
0.008169,283287552
0.008185,282546176
0.012269,282800128
0.00819,282927104
0.012283,282927104
0.00819,282927104
0.008188,282927104
0.012293,283054080
0.01231,283181056
0.012276,283181056
0.008175,283181056
0.012282,283181056
0.016356,283308032
0.016317,283308032
0.008165,282722304
0.008178,282722304
0.012266,282722304
0.008168,281939968
0.004087,282066944
0.00817,282574848
0.008156,282828800
0.012237,282828800
0.008134,282955776
0.012213,283082752
0.012205,283209728
0.020365,281825280
0.02449,282714112
0.020399,282714112
0.024539,282714112
0.020461,282714112
0.024632,282714112
0.012304,282714112
0.01231,282714112
0.01231,282714112
0.008201,282714112
0.008174,282714112
0.008168,282714112
0.008145,282714112
0.012224,282968064
0.012224,282968064
0.012245,282968064
0.012287,282968064
0.016376,283095040
0.012313,283222016
0.01643,282312704
0.016455,282312704
0.012308,282312704
0.012309,283201536
0.008203,283201536
0.00819,283201536
0.008197,283324416
0.004102,283324416
0.004109,283451392
0.004106,283451392
0.004102,283451392
0.008193,283451392
0.004085,283832320
0.004082,283832320
0.00817,283832320
0.008176,283832320
0.012272,283959296
0.008195,283119616
0.008213,283369472
0.008208,283369472
0.008201,283369472
0.008174,283369472
0.00409,283369472
0.004097,283369472
0.004096,282636288
0.008177,282636288
0.008167,282636288
0.004078,282636288
0.008129,282636288
0.012181,282636288
0.012155,283099136
0.012183,283226112
0.012167,283226112
0.01221,283226112
0.012264,283226112
0.008177,283226112
0.01228,283353088
0.012313,283480064
0.012305,283607040
0.012304,283607040
0.012314,283303936
0.012276,283430912
0.012272,282488832
0.012269,282615808
0.008178,282742784
0.012239,282742784
0.008142,282742784
0.012207,282742784
0.00816,282869760
0.016302,281755648
0.016333,281882624
0.012262,282009600
0.016357,281300992
0.012302,281808896
0.016366,282443776
0.008185,282443776
0.008165,282443776
0.012273,282443776
0.008165,282443776
0.008165,282443776
0.008172,282951680
0.008161,282951680
0.01224,283754496
0.012222,283754496
0.01223,283754496
0.012226,283754496
0.012236,282841088
0.012261,282247168
0.008185,282247168
0.012306,282628096
0.008213,282755072
0.012286,282882048
0.008193,283009024
0.008198,283136000
0.012288,283262976
0.008171,283262976
0.008159,283389952
0.008168,283516928
0.008143,283217920
0.012216,283217920
0.008172,283217920
0.008176,283217920
0.00819,283217920
0.008191,283344896
0.008223,283594752
0.004113,282939392
0.008211,283656192
0.012326,283361280
0.02055,282345472
0.028676,280879104
0.040896,281264128
0.0531,280883200
0.04894,281133056
0.056978,280711168
0.05294,280711168
0.040763,281600000
0.036778,282611712
0.028571,281731072
36.230223,596156416
31.754363,596414464
27.667984,787427328
27.690705,1105215488
27.740929,859037696
27.785235,1009713152
27.798944,1003048960
27.850839,830885888
27.959774,758689792
29.755423,685961216
34.170287,769785856
38.649476,1052090368
43.165626,967286784
47.749623,688455680
51.472751,846897152
52.034443,724840448
52.025881,702132224
52.003216,671207424
51.968187,763289600
51.961354,675577856
51.938574,875524096
51.947006,819785728
51.928504,904683520
51.890004,991002624
51.858661,916295680
51.829405,744177664
51.813239,671449088
51.781697,699269120
51.794641,981573632
51.785634,851013632
51.809018,959676416
51.825244,688689152
51.884512,673763328
51.884006,848678912
51.908806,990605312
51.953038,982568960
51.970927,936452096
52.044444,675459072
52.088507,668983296
52.136601,1099771904
52.141436,960536576
52.168345,1116073984
52.179278,1118138368
52.212389,799965184
52.181008,934121472
52.170273,696201216
52.188271,805097472
52.162794,1120432128
52.166057,726540288
52.142636,843694080
52.134752,969363456
52.141313,888336384
52.172379,808472576
52.166049,809947136
52.163536,1069449216
52.147945,674754560
52.182356,808046592
52.207311,991260672
52.223253,885002240
52.207116,783208448
52.205395,941682688
52.205558,835817472
52.217617,1060380672
52.189845,954261504
52.195596,724340736
52.190039,1023160320
52.191182,751951872
52.153744,671223808
52.110742,944971776
52.091642,1062187008
52.079823,790917120
52.083241,676900864
52.090917,804491264
52.08759,829177856
52.097856,896786432
52.122798,873562112
52.097375,676970496
52.150823,777310208
52.120971,1084387328
52.113612,846467072
52.16123,963878912
52.205006,883625984
52.193659,960663552
52.262523,1095434240
52.278325,982818816
52.301605,1026170880
52.292327,670117888
52.285224,820776960
52.279729,1037795328
52.243999,907739136
52.276827,794198016
52.315323,1028988928
52.274225,676098048
52.264441,670728192
52.295392,1085628416
52.228767,1079435264
52.21939,825257984
52.197416,727973888
52.198744,730038272
52.219585,1053888512
52.196473,708620288
52.197246,677515264
52.183868,670728192
52.17123,1027309568
52.22599,995827712
52.18637,675373056
52.153405,899833856
52.192499,980860928
52.204002,1116483584
52.216987,1087401984
52.19727,692846592
52.148429,942895104
52.160698,1101594624
52.166065,674050048
52.171617,1081708544
52.159951,1058484224
52.132722,952684544
52.181954,1078095872
52.177362,1088159744
52.161079,1123254272
52.155704,787263488
52.141091,674021376
52.146453,775786496
52.192712,728694784
52.194627,989929472
52.174873,711237632
52.159894,927997952
52.155268,731881472
52.176024,676003840
52.151843,817811456
52.166623,885936128
52.186576,714334208
52.196348,963608576
52.203614,693563392
52.217769,976125952
52.197463,771235840
52.196132,805814272
52.198213,1014059008
52.217334,825683968
52.21768,918065152
52.175255,1110970368
52.167196,915542016
52.110311,987516928
52.104891,1030610944
52.079278,693645312
52.086745,694890496
52.054066,1093386240
52.068461,996532224
52.08084,1015111680
52.097267,769449984
52.118906,674414592
52.140078,956678144
52.165276,900423680
52.165667,877199360
52.229664,673382400
52.239331,881586176
52.248253,1098088448
52.268834,1050349568
52.274324,920035328
52.298246,971128832
52.279115,1080541184
52.277419,953966592
52.249439,853385216
52.237427,1054121984
52.222711,758853632
52.222124,787562496
52.186345,723308544
52.165294,733372416
52.152435,735436800
52.131133,943939584
52.129209,883224576
52.119392,842121216
52.141313,852770816
52.122683,1037004800
52.131509,766828544
52.160303,1074421760
52.187693,985137152
52.160507,838049792
52.176211,947204096
52.195165,882950144
52.196883,843468800
52.200704,795987968
52.225154,674582528
52.232967,725815296
52.236183,810455040
52.243266,779300864
52.228767,846839808
52.226133,790585344
52.181008,1106178048
52.198263,1017151488
52.20919,1118564352
52.196542,732008448
52.186383,1116708864
52.165467,1069486080
52.163738,751583232
52.148541,919666688
52.113299,731807744
52.102328,947232768
52.124508,957005824
52.130104,1115705344
52.169116,919433216
52.192499,1113387008
52.194778,1000361984
52.21235,771473408
52.234674,732250112
52.203748,685281280
52.173913,934555648
52.165493,855224320
52.222271,906575872
52.197246,853815296
52.179267,972259328
52.198164,999870464
52.192039,862072832
52.179639,996773888
52.176584,677351424
52.173722,935358464
52.191829,780271616
52.212351,749047808
52.242917,685051904
52.281452,670138368
52.275206,985432064
52.283732,739512320
52.274513,914726912
52.272926,932044800
52.277002,1082200064
52.264763,1100800000
52.229299,678420480
52.230336,1077829632
52.204943,1025376256
52.223937,795918336
52.189459,1078583296
52.173336,675819520
52.14371,883429376
52.143331,942780416
52.155249,960843776
52.161983,871559168
52.168328,744284160
52.165433,985559040
52.212389,1037176832
52.224679,964407296
52.223303,849244160
52.246595,751284224
52.298647,1117634560
52.293821,865734656
52.321831,974630912
52.317149,1017466880
52.303199,853606400
52.286511,674000896
52.323063,679006208
52.331126,1035767808
52.294915,938225664
52.278749,807653376
52.25815,807055360
52.234118,767315968
52.20816,859955200
52.18123,672395264
52.173721,971173888
52.183725,749768704
52.176413,1073618944
52.159101,843956224
52.073263,672395264
52.058628,723705856
52.063436,800129024
52.074633,762781696
52.103115,979025920
52.112614,856711168
52.095994,932577280
52.092755,975413248
52.075656,1076568064
52.088507,1104338944
52.143331,816873472
52.174682,694816768
52.223791,672665600
52.259228,980217856
52.249835,1015828480
52.233888,696107008
52.230361,979185664
52.218325,832614400
52.231362,1115951104
52.29486,936665088
52.311117,905408512
52.29506,1039593472
52.257415,1090945024
52.254143,1080475648
52.196937,847765504
52.159804,890859520
52.176202,952975360
52.175824,732086272
52.176976,678416384
52.172956,878026752
52.172763,1078272000
52.145724,832868352
52.126394,1016647680
52.122735,1060208640
52.132346,855318528
52.144022,1006387200
52.17353,1024708608
52.202779,870809600
52.208306,749146112
52.226614,848416768
52.229104,785350656
52.220514,704323584
52.184626,854773760
52.168738,766005248
52.19192,726523904
52.18177,1058631680
52.169116,680452096
52.12954,698138624
52.113112,1063792640
52.080103,991539200
52.08241,704073728
52.078901,953864192
52.057285,881078272
52.084627,1039519744
52.124596,1033068544
52.145638,712572928
52.129638,945590272
52.140043,683413504
52.129871,735023104
52.144151,679067648
52.144748,828952576
52.148377,830500864
52.139132,675971072
52.143393,744054784
52.158369,696057856
52.119822,863014912
52.122174,1080635392
52.128503,869289984
52.121426,681172992
52.144808,815616000
52.146537,883740672
52.185961,1067728896
52.183473,1110822912
52.213439,724267008
52.209399,701681664
52.201782,725331968
52.18632,678862848
52.220662,1060397056
52.219539,913309696
52.214606,983044096
52.21807,720609280
52.210795,820707328
52.216164,742207488
52.201258,678436864
52.230279,681205760
52.212545,889450496
52.217529,1081761792
52.23336,672489472
52.236576,773603328
52.225298,676618240
52.210406,987193344
52.209823,983085056
52.213439,1059209216
52.184807,1078046720
52.179453,676048896
52.188434,925798400
52.174295,927604736
52.181562,1080823808
52.184626,1025282048
52.154944,672313344
52.153005,674398208
52.181393,791769088
52.170652,1093439488
52.18177,674410496
52.204749,676036608
52.206109,1075417088
52.202313,829239296
52.191781,864333824
52.21614,676773888
52.214966,678838272
52.184852,675438592
52.175448,826908672
52.177938,680456192
52.129397,675270656
52.12597,717987840
52.124183,959262720
52.110497,788586496
52.125734,914255872
52.159527,676634624
52.131886,851550208
52.084715,680325120
52.088029,674054144
52.122309,891080704
52.136488,730431488
52.142636,674734080
52.169121,923967488
52.213404,749772800
52.231966,850411520
52.246696,761384960
52.259514,994660352
52.233283,889470976
52.261329,677638144
52.296478,1094148096
52.294787,997310464
52.289675,842481664
52.314835,1018470400
52.336121,937701376
52.335712,1014390784
52.301768,1074466816
52.302114,1111248896
52.322333,1094340608
52.330702,940576768
52.324871,967155712
52.336734,1001992192
52.30608,855162880
52.301036,1047150592
52.300962,718655488
52.279888,974696448
52.257895,722526208
52.273723,1030782976
52.264961,950013952
52.226223,728866816
52.189011,672854016
52.169126,857022464
52.160507,844247040
52.163949,1126809600
52.17353,756768768
52.197633,676040704
52.172189,693805056
52.174105,1000882176
52.148782,1067458560
52.120329,1126809600
52.095596,674234368
52.090246,840892416
52.096603,677330944
52.105449,1119219712
52.130293,807702528
52.122069,958533632
52.095305,1027072000
52.083241,863985664
52.122391,676642816
52.106264,1033662464
52.10838,779227136
52.117278,698200064
52.13694,675274752
52.124471,925024256
52.122174,802967552
52.126255,673726464
52.115715,691748864
52.100396,908251136
52.140437,893542400
52.108275,697167872
52.077184,1054998528
52.063786,1061171200
52.057087,710701056
52.055157,679518208
52.052255,681066496
52.095095,988102656
52.10777,758439936
52.102732,1002303488
52.081586,789155840
52.071006,939704320
52.046499,982433792
52.083333,678752256
52.099691,714260480
52.119635,674820096
52.130193,1113976832
52.126346,727420928
52.141535,1084301312
52.138071,960118784
52.118327,887349248
52.148266,806322176
52.163007,1097211904
52.183291,875995136
52.166454,704135168
52.161092,925499392
52.161282,935563264
52.193599,1125707776
52.181754,1113841664
52.184039,867921920
52.17334,811925504
52.168765,863289344
52.170478,1120808960
52.161889,866373632
52.180016,1024815104
52.168574,902500352
52.157293,1093971968
52.150231,775847936
52.161307,752623616
52.158811,680153088
52.17525,830296064
52.183089,1088086016
52.199542,982544384
52.214842,1084731392
52.2483,830812160
52.261571,741527552
52.238937,773894144
52.222759,680415232
52.267951,818470912
52.258884,896163840
52.238871,917258240
52.21483,1113022464
52.207588,785604608
52.204176,993849344
52.179246,673652736
52.139566,1039007744
52.098364,887017472
52.090669,674684928
52.145649,894042112
52.189925,813273088
52.16151,1046032384
52.171053,750051328
52.148532,1007583232
52.138932,1044783104
52.145621,840151040
52.17124,677105664
52.221004,1109372928
52.267658,673312768
52.271534,1120727040
52.249605,1072988160
52.25067,975962112
52.234281,962535424
52.275021,824741888
52.301493,769454080
52.354922,1093304320
52.359521,863641600
52.358264,676081664
52.353044,1017180160
52.344092,1094557696
52.334077,741289984
52.3487,809156608
52.372223,679399424
52.320251,739225600
52.322738,1088364544
52.26915,1123201024
52.220225,1091977216
52.18728,672690176
52.201976,1021272064
52.197778,1105911808
52.178688,678367232
52.175633,845541376
52.156708,864391168
52.139273,676818944
52.129532,811220992
52.152311,888119296
52.106723,849412096
52.150987,694325248
52.194522,853291008
52.188788,907284480
52.153866,876318720
52.168574,674615296
52.182305,839188480
52.171434,935391232
52.176396,1086091264
52.193175,1065406464
52.196042,1094754304
52.184605,676241408
52.217981,984092672
52.173149,1010888704
52.1525,1029468160
52.17659,1114107904
52.202943,967278592
52.18405,1084948480
52.187294,833224704
52.197802,786001920
52.195872,994762752
52.182897,905994240
52.201811,933117952
52.225298,679469056
52.224907,1119916032
52.270832,676372480
52.256876,779788288
52.251226,807141376
52.264167,893071360
52.295383,1126346752
52.278094,1006145536
52.249256,991952896
52.285839,828866560
52.277894,1037627392
52.277098,1085648896
52.242398,1013137408
52.250755,817885184
52.173722,679612416
52.184966,896073728
52.198886,840335360
52.22266,1106640896
52.227679,678838272
52.230557,1010905088
52.236254,954908672
52.212079,692215808
52.237627,678400000
52.222173,1009987584
52.228406,723431424
52.222514,1114632192
52.276604,680792064
52.279981,1120350208
52.252134,676548608
52.199079,678871040
52.200982,1110544384
52.235799,1014034432
52.219058,702570496
52.214289,704376832
52.214871,1119834112
52.205753,884609024
52.242536,828612608
52.223684,863977472
52.192058,680112128
52.20065,1030422528
52.22807,702443520
52.244433,1084354560
52.235469,867590144
52.235273,868237312
52.280886,738181120
52.303855,814821376
52.306684,1116381184
52.331878,706125824
52.291612,699416576
52.307692,1056813056
52.364334,1116651520
52.34832,779636736
52.341839,847503360
52.351193,1097035776
52.347849,677748736
52.323444,1042587648
52.282885,928530432
52.232848,700526592
52.241296,908771328
52.204655,679407616
52.229243,895868928
52.202363,857350144
52.135059,1065336832
52.138107,935280640
52.116647,1119268864
52.087466,972439552
52.073875,751034368
52.060718,777355264
52.054915,937259008
52.060239,1037897728
52.031119,791789568
52.028133,809525248
52.003365,673136640
51.987591,724893696
52.055219,762195968
52.055765,1028501504
52.085637,749809664
52.125546,685584384
52.14686,676163584
52.134792,1024487424
52.164531,1072799744
52.200123,732770304
52.234281,1015590912
52.250077,1050685440
52.281302,972447744
52.321507,743469056
52.281994,745533440
52.275614,674095104
52.27422,1006055424
52.277705,793681920
52.268746,675704832
52.290327,999694336
52.252923,1019609088
52.235603,963743744
52.212428,940777472
52.21623,893296640
52.23181,721952768
52.219984,749871104
52.255639,982888448
52.268357,992694272
52.273125,672755712
52.239328,698777600
52.230443,684068864
52.209751,973598720
52.230695,803250176
52.240835,698007552
52.26058,1026945024
52.279196,881532928
52.24286,1083842560
52.228852,899964928
52.179459,718413824
52.166073,891322368
52.150183,690888704
52.164731,1014956032
52.178309,826785792
52.21169,828850176
52.223684,1062641664
52.235603,959528960
52.21677,1086488576
52.184402,1121583104
52.205398,766377984
52.21169,694759424
52.250438,903143424
52.286552,740315136
52.293498,875286528
52.317707,1117065216
52.292295,1110872064
52.280579,939270144
52.269842,693391360
52.256595,752701440
52.262473,985976832
52.309711,690810880
52.295304,874586112
52.336653,901079040
52.305539,902885376
52.28884,1119903744
52.289441,891015168
52.279688,1116643328
52.294501,845950976
52.290327,897302528
52.29699,1089032192
52.286552,1067831296
52.306951,915947520
52.273824,1138020352
52.255293,1107054592
52.255491,696025088
52.260778,689573888
52.271035,839716864
52.255095,1006415872
52.235987,974934016
52.229748,737013760
52.226917,904228864
52.236506,691896320
52.241758,974675968
52.229944,925388800
52.211961,1115828224
52.220561,828358656
52.206044,688099328
52.183675,834080768
52.146509,981426176
52.150348,1023746048
52.134643,1057292288
0.020536,688910336
0.016462,689168384
0.016483,689426432
0.016499,689426432
0.016481,903864320
0.016469,888897536
1.941989,916250624
3.931081,902316032
5.941638,995729408
7.991168,973537280
10.053476,910622720
12.073673,1309515776
14.192674,1231552512
16.374295,780251136
18.579745,739962880
18.605168,719925248
18.626185,699691008
18.227893,694722560
16.428855,694853632
14.234361,694853632
12.052584,694853632
9.918671,694722560
7.835773,694718464
5.898462,694718464
3.926647,694718464
1.952089,694718464
0.020568,678072320
0.016465,678002688
0.020605,679809024
0.016476,679809024
0.016463,679809024
0.012301,679809024
0.016396,679809024
0.016401,679809024
0.016384,679809024
0.016404,679809024
0.020437,679809024
0.016331,679809024
0.020386,679809024
0.016225,679809024
0.01215,679809024
0.012135,679809024
0.012132,679809024
0.012139,679809024
0.016198,680067072
0.012155,680067072
0.012152,680325120
0.012163,680325120
0.008133,680325120
0.012217,680325120
0.012209,670003200
0.016367,670232576
0.016379,670490624
0.020447,670490624
0.020437,670748672
0.020432,670748672
0.016373,670748672
0.016387,672555008
0.020487,672555008
0.020447,672813056
0.020509,673067008
0.020442,673067008
0.016359,673325056
0.008162,672563200
0.008152,672563200
0.008151,672563200
0.004084,672563200
0.004083,672563200
0.004083,672563200
0.004074,672821248
0.004062,673079296
0.004069,673079296
0.004072,672264192
0.004054,672264192
0.004062,672264192
0.004067,672264192
0.004067,672264192
0.008136,672264192
0.008142,672264192
0.008143,672264192
0.01219,672264192
0.012215,672264192
0.012273,672264192
0.008185,672264192
0.012263,672518144
0.012267,672518144
0.012257,672518144
0.012233,672518144
0.012233,672518144
0.012222,672518144
